,Unnamed: 0,time,longitude,latitude
0,0,16:06:00,105.012,4.19994
1,1,16:06:10,105.02,4.19298
2,2,16:06:15,105.028,4.18601
3,3,16:06:19,105.036,4.17904
4,4,16:06:20,105.044,4.17207
5,5,16:06:25,105.052,4.16511
6,6,16:06:30,105.059,4.15814
7,7,16:06:35,105.067,4.15117
8,8,16:06:45,105.075,4.1442
9,9,16:06:50,105.083,4.13723
10,10,16:06:54,105.091,4.13027
11,11,16:06:55,105.099,4.1233
12,12,16:07:00,105.107,4.11633
13,13,16:07:05,105.115,4.10936
14,14,16:07:10,105.123,4.10239
15,15,16:07:20,105.131,4.09543
16,16,16:07:25,105.139,4.08846
17,17,16:07:29,105.147,4.08149
18,18,16:07:30,105.155,4.07452
19,19,16:07:35,105.163,4.06755
20,20,16:07:40,105.171,4.06059
21,21,16:07:45,105.179,4.05362
22,22,16:07:55,105.186,4.04665
23,23,16:08:00,105.194,4.03968
24,24,16:08:04,105.202,4.03271
25,25,16:08:05,105.21,4.02574
26,26,16:08:10,105.218,4.01878
27,27,16:08:15,105.226,4.01181
28,28,16:08:20,105.234,4.00485
29,29,16:08:30,105.242,3.99789
30,30,16:08:35,105.25,3.99093
31,31,16:08:39,105.258,3.98397
32,32,16:08:40,105.266,3.977
33,33,16:08:45,105.274,3.97003
34,34,16:08:50,105.282,3.96306
35,35,16:08:55,105.29,3.95609
36,36,16:09:05,105.298,3.94912
37,37,16:09:10,105.306,3.94215
38,38,16:09:14,105.313,3.93518
39,39,16:09:15,105.321,3.92821
40,40,16:09:20,105.329,3.92124
41,41,16:09:25,105.337,3.91427
42,42,16:09:30,105.345,3.9073
43,43,16:09:40,105.353,3.90033
44,44,16:09:45,105.361,3.89336
45,45,16:09:49,105.369,3.88639
46,46,16:09:50,105.377,3.87942
47,47,16:09:55,105.385,3.87244
48,48,16:10:00,105.393,3.86547
49,49,16:10:05,105.401,3.8585
50,50,16:10:15,105.409,3.85153
51,51,16:10:20,105.417,3.84456
52,52,16:10:24,105.425,3.83759
53,53,16:10:25,105.433,3.83062
54,54,16:10:30,105.44,3.82365
55,55,16:10:35,105.448,3.81668
56,56,16:10:40,105.456,3.80971
57,57,16:10:50,105.464,3.80274
58,58,16:10:55,105.472,3.79577
59,59,16:10:59,105.48,3.7888
60,60,16:11:00,105.488,3.78183
61,61,16:11:05,105.496,3.77486
62,62,16:11:10,105.504,3.76789
63,63,16:11:15,105.512,3.76091
64,64,16:11:25,105.52,3.75394
65,65,16:11:30,105.528,3.74697
66,66,16:11:34,105.536,3.73999
67,67,16:11:35,105.544,3.73301
68,68,16:11:40,105.552,3.72605
69,69,16:11:45,105.559,3.71909
70,70,16:11:50,105.567,3.71212
71,71,16:12:00,105.575,3.70516
72,72,16:12:05,105.583,3.6982
73,73,16:12:09,105.591,3.69124
74,74,16:12:10,105.599,3.68428
75,75,16:12:15,105.607,3.67732
76,76,16:12:20,105.615,3.67036
77,77,16:12:25,105.623,3.6634
78,78,16:12:35,105.631,3.65643
79,79,16:12:40,105.639,3.64947
80,80,16:12:44,105.647,3.64251
81,81,16:12:45,105.655,3.63555
82,82,16:12:50,105.663,3.62859
83,83,16:12:55,105.671,3.62163
84,84,16:13:00,105.679,3.61467
85,85,16:13:10,105.687,3.60771
86,86,16:13:15,105.695,3.60074
87,87,16:13:19,105.702,3.59378
88,88,16:13:20,105.71,3.58682
89,89,16:13:25,105.718,3.57986
90,90,16:13:30,105.726,3.5729
91,91,16:13:35,105.734,3.56594
92,92,16:13:45,105.742,3.55898
93,93,16:13:50,105.75,3.55201
94,94,16:13:54,105.758,3.54505
95,95,16:13:55,105.766,3.53809
96,96,16:14:00,105.774,3.53113
97,97,16:14:05,105.782,3.52417
98,98,16:14:10,105.79,3.51721
99,99,16:14:20,105.798,3.51025
100,100,16:14:25,105.806,3.50329
101,101,16:14:29,105.814,3.49632
102,102,16:14:30,105.822,3.48935
103,103,16:14:35,105.829,3.48238
104,104,16:14:40,105.837,3.47541
105,105,16:14:45,105.845,3.46844
106,106,16:14:55,105.853,3.46147
107,107,16:15:00,105.861,3.4545
108,108,16:15:04,105.869,3.44753
109,109,16:15:05,105.877,3.44056
110,110,16:15:10,105.885,3.43359
111,111,16:15:15,105.893,3.42662
112,112,16:15:20,105.901,3.41965
113,113,16:15:30,105.909,3.41268
114,114,16:15:35,105.917,3.40571
